Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flags,Tos,class,attackType,attackID
2026-09-20 08:55:55.000,4.771,UDP,10.100.1.12,58637,10.200.1.29,53,148,127.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:11:26.000,0.029,TCP,194.168.10.173,61332,10.200.1.13,22,3,132,....S.,0,attacker,portScan,ATK-866
2026-09-20 08:26:53.000,9.461,TCP,10.100.1.28,63548,10.200.1.29,1433,36,7337,.AP.SF,0,normal,---,---
2026-09-20 08:17:34.000,2.011,TCP,10.100.1.27,52672,10.200.1.20,1433,60,23.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:39:57.000,2.333,TCP,10.100.1.48,63538,10.200.1.21,1433,18,14.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:41.000,0.774,TCP,194.168.10.206,65242,10.200.1.24,22,5117,225148,....S.,0,attacker,dos,ATK-645
2026-09-20 08:48:20.000,1.509,TCP,10.100.1.24,62876,10.200.1.11,1433,140,68.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:34:32.000,0.385,TCP,10.100.1.47,56255,10.200.1.23,80,48,39.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:16:11.000,0.627,TCP,194.168.10.201,58673,10.200.1.19,443,7346,323224,....S.,0,attacker,dos,ATK-963
2026-09-20 08:19:14.000,2.343,TCP,10.100.1.29,57540,10.200.1.28,443,82,24.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:41:58.000,1.061,TCP,10.100.1.42,63428,10.200.1.27,80,39,34.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:28:58.000,0.527,TCP,10.100.1.18,56991,10.200.1.29,80,98,49.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:29:12.000,0.016,TCP,194.168.10.133,54246,10.200.1.28,8080,3,132,....S.,0,attacker,portScan,ATK-784
2026-09-20 08:55:17.000,0.184,TCP,194.168.10.2,60983,10.200.1.20,8080,24,2160,.AP.SF,0,attacker,bruteForce,ATK-162
2026-09-20 08:18:57.000,5.396,UDP,10.100.1.49,53883,10.200.1.16,53,138,66.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:43:52.000,1.45,TCP,194.168.10.51,51240,10.200.1.24,22,4288,188672,....S.,0,attacker,dos,ATK-586
2026-09-20 08:55:48.000,11.326,UDP,10.100.1.35,54070,10.200.1.20,53,125,98.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:33:32.000,8.488,TCP,10.100.1.45,56629,10.200.1.27,1433,145,127.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:48.000,1.168,UDP,10.100.1.38,61021,10.200.1.18,53,62,29.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:20:23.000,1.975,TCP,10.100.1.34,65137,10.200.1.26,1433,126,28.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:12.000,11.729,UDP,10.100.1.11,54973,10.200.1.13,53,39,33.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:22:36.000,0.029,TCP,194.168.10.93,59966,10.200.1.22,8080,1,44,....S.,0,attacker,portScan,ATK-815
2026-09-20 08:16:27.000,10.383,TCP,10.100.1.34,50989,10.200.1.11,1433,36,22.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:47:16.000,4.602,TCP,10.100.1.27,58006,10.200.1.18,443,65,56.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:49:21.000,8.107,TCP,10.100.1.16,61728,10.200.1.24,443,33,21.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:38.000,0.363,TCP,194.168.10.238,57304,10.200.1.20,8080,24,2160,.AP.SF,0,attacker,bruteForce,ATK-567
2026-09-20 08:33:55.000,5.887,TCP,10.100.1.27,56061,10.200.1.29,80,141,126.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:39:58.000,7.688,UDP,10.100.1.34,49435,10.200.1.19,53,17,6112,.AP.SF,0,normal,---,---
2026-09-20 08:41:46.000,9.884,TCP,10.100.1.29,61959,10.200.1.28,80,48,11.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:31:42.000,7.61,TCP,10.100.1.22,61898,10.200.1.23,443,68,54.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:34:12.000,9.764,TCP,10.100.1.24,61219,10.200.1.19,443,108,53.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:28:40.000,1.661,UDP,10.100.1.25,51009,10.200.1.24,53,73,52.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:17:23.000,11.477,TCP,10.100.1.20,52390,10.200.1.17,1433,112,31.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:50:18.000,9.15,TCP,10.100.1.16,61460,10.200.1.17,80,49,40.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:16:44.000,3.769,TCP,10.100.1.15,58166,10.200.1.26,443,121,47.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:38:46.000,0.774,TCP,194.168.10.62,50937,10.200.1.26,8080,24,2160,.AP.SF,0,attacker,bruteForce,ATK-285
2026-09-20 08:21:32.000,4.394,UDP,10.100.1.17,54777,10.200.1.17,53,71,26.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:16:10.000,3.346,TCP,10.100.1.40,56341,10.200.1.24,443,137,57.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:27:34.000,9.182,TCP,10.100.1.12,59447,10.200.1.22,1433,51,18.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:54:34.000,10.688,TCP,10.100.1.49,62118,10.200.1.17,1433,96,60.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:34:34.000,0.768,TCP,194.168.10.5,55825,10.200.1.19,80,7683,338052,....S.,0,attacker,dos,ATK-610
2026-09-20 08:48:13.000,2.78,UDP,10.100.1.43,63042,10.200.1.25,53,99,27.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:23.000,3.841,TCP,10.100.1.15,62622,10.200.1.22,443,149,122.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:18:20.000,3.626,UDP,10.100.1.23,52349,10.200.1.24,53,69,40.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:42:19.000,10.026,TCP,10.100.1.10,61273,10.200.1.13,80,16,7712,.AP.SF,0,normal,---,---
2026-09-20 08:43:58.000,1.767,TCP,10.100.1.20,62495,10.200.1.18,443,147,123.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:31.000,3.249,TCP,10.100.1.10,60612,10.200.1.15,443,41,35.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:20:43.000,10.038,TCP,10.100.1.40,49222,10.200.1.21,1433,94,43.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:45:49.000,2.575,TCP,10.100.1.45,61727,10.200.1.11,80,89,20.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:19:37.000,2.347,UDP,10.100.1.39,55869,10.200.1.18,53,56,25.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:18:30.000,8.316,TCP,10.100.1.15,59843,10.200.1.18,1433,76,49.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:14:30.000,9.079,TCP,10.100.1.19,56823,10.200.1.12,1433,18,12.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:49:20.000,0.015,TCP,194.168.10.118,64021,10.200.1.20,22,2,88,....S.,0,attacker,portScan,ATK-821
2026-09-20 08:56:35.000,1.707,UDP,10.100.1.20,55738,10.200.1.28,53,93,35.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:48:41.000,0.518,UDP,10.100.1.13,56253,10.200.1.25,53,39,18.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:21:35.000,10.196,UDP,10.100.1.46,49979,10.200.1.27,53,63,50.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:48.000,9.144,UDP,10.100.1.34,51757,10.200.1.28,53,131,83.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:12.000,6.377,TCP,10.100.1.27,62594,10.200.1.13,1433,146,118.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:42:34.000,2.936,TCP,10.100.1.22,57427,10.200.1.21,80,114,32.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:24.000,3.036,TCP,10.100.1.41,60259,10.200.1.15,1433,126,105.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:45:49.000,1.445,TCP,194.168.10.202,64189,10.200.1.13,22,4695,206580,....S.,0,attacker,dos,ATK-984
2026-09-20 08:14:39.000,11.841,UDP,10.100.1.35,55907,10.200.1.22,53,58,30.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:33:53.000,4.655,TCP,10.100.1.34,61930,10.200.1.16,1433,132,99.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:50:56.000,7.936,TCP,10.100.1.23,49552,10.200.1.19,1433,37,23.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:32:27.000,5.998,UDP,10.100.1.28,62557,10.200.1.27,53,39,23.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:12:27.000,1.423,TCP,194.168.10.101,61434,10.200.1.20,8080,24,2160,.AP.SF,0,attacker,bruteForce,ATK-331
2026-09-20 08:36:30.000,2.67,TCP,10.100.1.39,61918,10.200.1.25,80,39,32.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:41.000,11.506,TCP,10.100.1.27,55239,10.200.1.24,80,42,9199,.AP.SF,0,normal,---,---
2026-09-20 08:19:10.000,7.721,TCP,10.100.1.29,63701,10.200.1.26,443,22,11.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:18:54.000,1.778,TCP,10.100.1.20,60259,10.200.1.28,1433,123,74.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:28.000,1.171,UDP,10.100.1.16,50320,10.200.1.11,53,125,43.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:38.000,0.286,TCP,194.168.10.135,50544,10.200.1.25,8080,24,2160,.AP.SF,0,attacker,bruteForce,ATK-133
2026-09-20 08:30:31.000,6.313,TCP,10.100.1.47,60694,10.200.1.16,80,97,62.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:17:47.000,3.202,TCP,10.100.1.16,53187,10.200.1.25,443,17,12.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:53:47.000,10.291,UDP,10.100.1.45,52535,10.200.1.16,53,127,86.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:22.000,3.611,TCP,10.100.1.37,53900,10.200.1.16,1433,72,60.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:26:43.000,7.52,UDP,10.100.1.46,59266,10.200.1.23,53,86,53.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:14:58.000,4.968,TCP,10.100.1.12,52795,10.200.1.16,443,94,48.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:11:47.000,9.974,TCP,10.100.1.28,64894,10.200.1.19,80,70,25.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:35:41.000,5.953,TCP,10.100.1.34,59014,10.200.1.29,1433,19,16.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:35:55.000,0.822,TCP,194.168.10.170,54638,10.200.1.19,80,24,2160,.AP.SF,0,attacker,bruteForce,ATK-601
2026-09-20 08:17:14.000,2.253,UDP,10.100.1.27,58769,10.200.1.10,53,74,38.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:57.000,0.483,UDP,10.100.1.40,51679,10.200.1.12,53,60,42.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:29:41.000,0.977,TCP,194.168.10.50,54199,10.200.1.18,80,24,2160,.AP.SF,0,attacker,bruteForce,ATK-360
2026-09-20 08:34:51.000,6.052,TCP,10.100.1.16,55049,10.200.1.29,1433,115,95.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:38:46.000,3.228,TCP,10.100.1.21,65428,10.200.1.10,80,111,41.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:25:19.000,10.334,TCP,10.100.1.26,55363,10.200.1.20,1433,148,95.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:55.000,11.829,TCP,10.100.1.22,63996,10.200.1.21,443,39,19.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:18:34.000,6.613,TCP,10.100.1.13,58583,10.200.1.22,80,121,51.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:16:31.000,4.035,TCP,10.100.1.39,52243,10.200.1.20,80,104,45.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:18:11.000,9.136,TCP,10.100.1.49,65143,10.200.1.16,80,128,46.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:10:12.000,0.014,TCP,194.168.10.175,64275,10.200.1.21,22,2,88,....S.,0,attacker,portScan,ATK-823
2026-09-20 08:43:31.000,7.318,TCP,10.100.1.19,55421,10.200.1.11,443,11,3396,.AP.SF,0,normal,---,---
2026-09-20 08:54:26.000,2.225,TCP,10.100.1.45,58154,10.200.1.23,80,96,19.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:57:56.000,8.725,TCP,10.100.1.17,63425,10.200.1.19,80,29,19.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:12:15.000,2.771,TCP,10.100.1.29,54922,10.200.1.19,80,138,62.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:22:39.000,0.715,TCP,194.168.10.139,59499,10.200.1.25,443,24,2160,.AP.SF,0,attacker,bruteForce,ATK-569
2026-09-20 08:44:22.000,5.753,TCP,10.100.1.34,52072,10.200.1.10,80,123,33.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:50:37.000,2.202,UDP,10.100.1.28,64317,10.200.1.18,53,89,43.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:34:10.000,11.107,TCP,10.100.1.30,63455,10.200.1.25,1433,36,7650,.AP.SF,0,normal,---,---
2026-09-20 08:13:13.000,6.649,TCP,10.100.1.46,63074,10.200.1.11,1433,35,30.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:42:46.000,6.905,UDP,10.100.1.30,60765,10.200.1.11,53,95,46.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:25:55.000,6.167,TCP,10.100.1.43,65034,10.200.1.12,80,34,18.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:39:56.000,2.713,TCP,10.100.1.39,57688,10.200.1.24,443,112,36.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:21:38.000,10.235,TCP,10.100.1.44,59287,10.200.1.19,1433,142,66.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:32:14.000,11.849,UDP,10.100.1.31,60143,10.200.1.23,53,139,95.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:23:35.000,9.07,UDP,10.100.1.12,54641,10.200.1.10,53,52,27.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:22:41.000,5.412,TCP,10.100.1.42,52259,10.200.1.12,1433,128,101.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:43:16.000,1.917,UDP,10.100.1.29,49928,10.200.1.20,53,105,31.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:35:23.000,0.021,TCP,194.168.10.113,53733,10.200.1.18,443,1,44,....S.,0,attacker,portScan,ATK-128
2026-09-20 08:10:32.000,1.393,TCP,10.100.1.24,53219,10.200.1.16,443,51,33.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:20:39.000,4.596,TCP,10.100.1.43,51526,10.200.1.10,80,72,55.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:48:50.000,1.293,UDP,10.100.1.23,64591,10.200.1.16,53,115,56.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:34:40.000,3.489,TCP,10.100.1.40,53567,10.200.1.28,1433,11,8081,.AP.SF,0,normal,---,---
2026-09-20 08:17:48.000,6.609,TCP,10.100.1.11,54661,10.200.1.11,80,112,57.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:35:25.000,0.734,TCP,194.168.10.27,49203,10.200.1.19,8080,24,2160,.AP.SF,0,attacker,bruteForce,ATK-236
2026-09-20 08:58:23.000,0.715,TCP,10.100.1.39,62074,10.200.1.20,1433,146,42.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:57.000,1.402,TCP,194.168.10.186,65108,10.200.1.15,443,5389,237116,....S.,0,attacker,dos,ATK-891
2026-09-20 08:52:29.000,3.426,TCP,10.100.1.26,54545,10.200.1.20,1433,79,40.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:29:37.000,0.47,TCP,10.100.1.17,52431,10.200.1.24,443,40,16.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:34:27.000,1.045,TCP,194.168.10.95,55713,10.200.1.16,80,24,2160,.AP.SF,0,attacker,bruteForce,ATK-372
2026-09-20 08:23:20.000,10.246,TCP,10.100.1.12,49839,10.200.1.28,80,109,49.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:21:43.000,1.575,TCP,10.100.1.11,61391,10.200.1.16,1433,113,61.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:30:44.000,7.318,TCP,10.100.1.16,60376,10.200.1.29,80,26,22.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:18:32.000,6.446,TCP,10.100.1.16,59196,10.200.1.16,1433,82,46.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:47:21.000,0.571,UDP,10.100.1.47,54650,10.200.1.15,53,10,3852,.AP.SF,0,normal,---,---
2026-09-20 08:30:28.000,0.37,TCP,194.168.10.232,65210,10.200.1.16,80,4234,186296,....S.,0,attacker,dos,ATK-407
2026-09-20 08:47:39.000,0.011,TCP,194.168.10.7,65384,10.200.1.17,80,2,88,....S.,0,attacker,portScan,ATK-934
2026-09-20 08:47:45.000,9.31,UDP,10.100.1.31,62983,10.200.1.19,53,121,50.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:13:55.000,9.696,TCP,10.100.1.40,57225,10.200.1.11,443,135,99.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:11:42.000,7.909,UDP,10.100.1.40,61769,10.200.1.24,53,71,18.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:57:30.000,1.265,TCP,10.100.1.40,63106,10.200.1.10,443,121,96.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:53:19.000,5.159,UDP,10.100.1.20,53580,10.200.1.27,53,73,34.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:32:22.000,6.08,TCP,10.100.1.12,55286,10.200.1.20,443,134,57.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:30:33.000,0.892,TCP,194.168.10.90,62650,10.200.1.29,443,24,2160,.AP.SF,0,attacker,bruteForce,ATK-330
2026-09-20 08:16:55.000,10.074,UDP,10.100.1.41,57776,10.200.1.21,53,9,7895,.AP.SF,0,normal,---,---
2026-09-20 08:56:15.000,3.235,TCP,10.100.1.16,54939,10.200.1.21,1433,32,19.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:13:34.000,9.809,UDP,10.100.1.12,57544,10.200.1.15,53,44,27.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:22:19.000,11.251,TCP,10.100.1.20,53422,10.200.1.16,1433,44,12.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:45.000,1.96,TCP,10.100.1.38,65531,10.200.1.25,80,55,28.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:54:15.000,11.076,UDP,10.100.1.46,58727,10.200.1.28,53,72,38.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:30:25.000,5.484,TCP,10.100.1.22,52265,10.200.1.21,80,56,25.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:42.000,0.899,UDP,10.100.1.33,50832,10.200.1.16,53,135,93.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:52:33.000,9.007,TCP,10.100.1.13,51387,10.200.1.27,443,71,61.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:32:28.000,3.633,UDP,10.100.1.43,58054,10.200.1.15,53,53,30.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:29:21.000,7.561,TCP,10.100.1.17,54810,10.200.1.23,443,34,13.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:24:35.000,7.091,TCP,10.100.1.20,51165,10.200.1.28,1433,83,38.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:49.000,8.41,TCP,10.100.1.12,56661,10.200.1.10,80,57,28.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:13:45.000,9.043,TCP,10.100.1.11,62816,10.200.1.27,80,21,6060,.AP.SF,0,normal,---,---
2026-09-20 08:52:12.000,10.125,TCP,10.100.1.34,49748,10.200.1.11,80,139,101.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:11:19.000,7.816,TCP,10.100.1.29,63847,10.200.1.16,443,86,69.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:47:14.000,10.668,TCP,10.100.1.18,52425,10.200.1.15,80,51,13.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:39:24.000,7.365,TCP,10.100.1.18,60523,10.200.1.10,443,49,34.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:56:25.000,8.781,TCP,10.100.1.11,61545,10.200.1.14,1433,95,19.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:31.000,3.963,TCP,10.100.1.41,53948,10.200.1.21,80,74,37.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:18:47.000,4.678,UDP,10.100.1.49,54920,10.200.1.12,53,95,24.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:51.000,0.025,TCP,194.168.10.195,49685,10.200.1.29,443,1,44,....S.,0,attacker,portScan,ATK-160
2026-09-20 08:20:15.000,11.834,TCP,10.100.1.13,52397,10.200.1.12,443,113,43.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:25:16.000,4.583,TCP,10.100.1.22,61209,10.200.1.18,1433,89,54.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:13:25.000,6.856,TCP,10.100.1.44,51942,10.200.1.23,80,37,17.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:52.000,8.713,UDP,10.100.1.10,60743,10.200.1.26,53,17,6827,.AP.SF,0,normal,---,---
2026-09-20 08:46:21.000,0.004,TCP,194.168.10.139,56857,10.200.1.20,8080,1,44,....S.,0,attacker,portScan,ATK-790
2026-09-20 08:29:17.000,6.058,TCP,10.100.1.45,58525,10.200.1.26,1433,68,36.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:43.000,0.044,TCP,194.168.10.29,61655,10.200.1.15,443,2,88,....S.,0,attacker,portScan,ATK-843
2026-09-20 08:44:24.000,5.601,TCP,10.100.1.27,61697,10.200.1.15,443,67,37.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:16:32.000,7.265,TCP,10.100.1.15,60519,10.200.1.29,80,13,10.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:24:47.000,0.203,UDP,10.100.1.14,52056,10.200.1.29,53,128,39.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:26:47.000,0.201,TCP,194.168.10.216,62984,10.200.1.17,443,7984,351296,....S.,0,attacker,dos,ATK-604
2026-09-20 08:34:16.000,3.166,UDP,10.100.1.25,55556,10.200.1.21,53,9,8044,.AP.SF,0,normal,---,---
2026-09-20 08:49:19.000,10.721,TCP,10.100.1.41,53202,10.200.1.20,443,39,28.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:54:57.000,11.19,TCP,10.100.1.31,57333,10.200.1.18,80,86,37.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:35:16.000,2.917,TCP,10.100.1.29,50255,10.200.1.27,1433,138,38.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:51:14.000,0.377,TCP,194.168.10.191,51662,10.200.1.28,8080,24,2160,.AP.SF,0,attacker,bruteForce,ATK-934
2026-09-20 08:22:47.000,1.069,TCP,194.168.10.215,50120,10.200.1.26,443,24,2160,.AP.SF,0,attacker,bruteForce,ATK-901
2026-09-20 08:12:38.000,8.398,TCP,10.100.1.17,52273,10.200.1.23,1433,110,46.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:19:43.000,2.009,UDP,10.100.1.40,57989,10.200.1.16,53,103,92.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:47:38.000,4.911,TCP,10.100.1.44,54808,10.200.1.23,80,76,17.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:36:11.000,7.535,TCP,10.100.1.35,59083,10.200.1.25,1433,34,25.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:26:14.000,10.489,TCP,10.100.1.32,55684,10.200.1.21,80,22,12.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:38:24.000,7.162,TCP,10.100.1.39,54699,10.200.1.24,1433,10,7792,.AP.SF,0,normal,---,---
2026-09-20 08:26:12.000,6.285,TCP,10.100.1.20,61976,10.200.1.12,443,71,50.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:21.000,0.047,TCP,194.168.10.97,64629,10.200.1.12,443,2,88,....S.,0,attacker,portScan,ATK-303
2026-09-20 08:38:15.000,9.293,TCP,10.100.1.42,64281,10.200.1.22,1433,56,26.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:53:41.000,11.087,TCP,10.100.1.26,57706,10.200.1.29,1433,34,8012,.AP.SF,0,normal,---,---
2026-09-20 08:40:43.000,6.033,UDP,10.100.1.17,61809,10.200.1.29,53,86,66.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:12.000,11.29,TCP,10.100.1.21,57874,10.200.1.25,80,109,25.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:44:21.000,1.521,UDP,10.100.1.20,54347,10.200.1.26,53,99,48.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:27:17.000,0.028,TCP,194.168.10.253,55678,10.200.1.21,22,1,44,....S.,0,attacker,portScan,ATK-826
2026-09-20 08:12:54.000,1.897,TCP,10.100.1.48,64672,10.200.1.26,1433,60,50.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:10:11.000,8.317,TCP,10.100.1.34,64848,10.200.1.28,80,84,54.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:25:34.000,0.248,TCP,10.100.1.42,49152,10.200.1.18,80,91,42.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:57:31.000,4.566,UDP,10.100.1.19,51985,10.200.1.22,53,125,71.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:47:56.000,6.041,TCP,10.100.1.14,54489,10.200.1.15,80,53,30.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:11:49.000,5.618,TCP,10.100.1.11,59271,10.200.1.22,1433,148,56.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:33:12.000,7.287,TCP,10.100.1.22,61046,10.200.1.11,443,104,58.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:33.000,6.735,TCP,10.100.1.49,62697,10.200.1.17,80,19,4010,.AP.SF,0,normal,---,---
2026-09-20 08:16:55.000,10.322,UDP,10.100.1.47,55391,10.200.1.10,53,85,58.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:31:52.000,0.146,TCP,10.100.1.13,54629,10.200.1.14,80,58,19.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:48:41.000,9.235,TCP,10.100.1.35,63291,10.200.1.12,1433,31,14.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:56:37.000,4.942,TCP,10.100.1.46,64726,10.200.1.18,1433,112,29.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:14:17.000,9.066,UDP,10.100.1.29,56722,10.200.1.22,53,66,34.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:50:35.000,10.651,TCP,10.100.1.36,57226,10.200.1.16,1433,119,53.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:50.000,2.45,TCP,10.100.1.25,64124,10.200.1.28,1433,117,63.9 K,.AP.SF,0,normal,---,---
